"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"imitative learning (GO:0098596)","1/6",0.0732668236929042,0.376132176689415,0,0,15.7314741035857,41.1165261131962,"HTT"
"intracellular pH elevation (GO:0051454)","1/6",0.0732668236929042,0.376132176689415,0,0,15.7314741035857,41.1165261131962,"BCL2"
"L-arginine transmembrane transport (GO:1903400)","1/6",0.0732668236929042,0.376132176689415,0,0,15.7314741035857,41.1165261131962,"SLC7A1"
"snoRNA localization (GO:0048254)","1/6",0.0732668236929042,0.376132176689415,0,0,15.7314741035857,41.1165261131962,"NOP58"
"L-ornithine transmembrane transport (GO:1903352)","1/6",0.0732668236929042,0.376132176689415,0,0,15.7314741035857,41.1165261131962,"SLC7A1"
"leucine transport (GO:0015820)","1/6",0.0732668236929042,0.376132176689415,0,0,15.7314741035857,41.1165261131962,"SLC3A2"
"lymphocyte apoptotic process (GO:0070227)","1/6",0.0732668236929042,0.376132176689415,0,0,15.7314741035857,41.1165261131962,"RIPK1"
"TORC2 signaling (GO:0038203)","1/6",0.0732668236929042,0.376132176689415,0,0,15.7314741035857,41.1165261131962,"MAPKAP1"
"tRNA pseudouridine synthesis (GO:0031119)","1/6",0.0732668236929042,0.376132176689415,0,0,15.7314741035857,41.1165261131962,"PUS7"
"ventricular compact myocardium morphogenesis (GO:0003223)","1/6",0.0732668236929042,0.376132176689415,0,0,15.7314741035857,41.1165261131962,"TGFBR1"
"vocal learning (GO:0042297)","1/6",0.0732668236929042,0.376132176689415,0,0,15.7314741035857,41.1165261131962,"HTT"
"xenobiotic transport across blood-brain barrier (GO:1990962)","1/6",0.0732668236929042,0.376132176689415,0,0,15.7314741035857,41.1165261131962,"SLC22A1"
"negative regulation of chemokine-mediated signaling pathway (GO:0070100)","1/6",0.0732668236929042,0.376132176689415,0,0,15.7314741035857,41.1165261131962,"ROBO1"
"negative regulation of glial cell proliferation (GO:0060253)","1/6",0.0732668236929042,0.376132176689415,0,0,15.7314741035857,41.1165261131962,"SKI"
"neuroblast proliferation (GO:0007405)","1/6",0.0732668236929042,0.376132176689415,0,0,15.7314741035857,41.1165261131962,"PAFAH1B1"
"norepinephrine transport (GO:0015874)","1/6",0.0732668236929042,0.376132176689415,0,0,15.7314741035857,41.1165261131962,"SLC22A1"
"nucleotide transport (GO:0006862)","1/6",0.0732668236929042,0.376132176689415,0,0,15.7314741035857,41.1165261131962,"SLC25A19"
"peripheral nervous system neuron development (GO:0048935)","1/6",0.0732668236929042,0.376132176689415,0,0,15.7314741035857,41.1165261131962,"RUNX1"
"plasma membrane raft assembly (GO:0044854)","1/6",0.0732668236929042,0.376132176689415,0,0,15.7314741035857,41.1165261131962,"PACSIN2"
"positive regulation of granulocyte differentiation (GO:0030854)","1/6",0.0732668236929042,0.376132176689415,0,0,15.7314741035857,41.1165261131962,"RUNX1"
"positive regulation of neurotransmitter secretion (GO:0001956)","1/6",0.0732668236929042,0.376132176689415,0,0,15.7314741035857,41.1165261131962,"DTNBP1"
"positive regulation of vascular endothelial growth factor signaling pathway (GO:1900748)","1/6",0.0732668236929042,0.376132176689415,0,0,15.7314741035857,41.1165261131962,"ROBO1"
"purine ribonucleotide metabolic process (GO:0009150)","3/77",0.0733751245042377,0.376132176689415,0,0,3.20319114295018,8.36728078169627,"ACOT9;OPA1;GNAI3"
"import into nucleus (GO:0051170)","3/77",0.0733751245042377,0.376132176689415,0,0,3.20319114295018,8.36728078169627,"HEATR3;NUP153;KPNB1"
"positive regulation of protein modification by small protein conjugation or removal (GO:1903322)","3/77",0.0733751245042377,0.376132176689415,0,0,3.20319114295018,8.36728078169627,"HDAC4;XIAP;COMMD1"
"regulation of androgen receptor signaling pathway (GO:0060765)","2/36",0.0753203007865411,0.381409182706315,0,0,4.63858823529412,11.9954150679228,"KDM5D;NCOR1"
"regulation of embryonic development (GO:0045995)","2/36",0.0753203007865411,0.381409182706315,0,0,4.63858823529412,11.9954150679228,"EHMT1;B4GALT5"
"embryonic limb morphogenesis (GO:0030326)","2/36",0.0753203007865411,0.381409182706315,0,0,4.63858823529412,11.9954150679228,"SKI;MAP3K20"
"positive regulation of myeloid leukocyte differentiation (GO:0002763)","2/36",0.0753203007865411,0.381409182706315,0,0,4.63858823529412,11.9954150679228,"RIPK1;RUNX1"
"cellular response to DNA damage stimulus (GO:0006974)","8/350",0.0762892040147847,0.38514489057161,0,0,1.86041606749113,4.78726698576634,"BABAM2;TAOK3;BCL2A1;BCL2;XIAP;GRB2;TP53BP1;ATR"
"regulation of intracellular steroid hormone receptor signaling pathway (GO:0033143)","2/37",0.0789842806816366,0.389911088335074,0,0,4.50582857142857,11.4380747786438,"KDM5D;RUNX1"
"negative regulation of stress-activated MAPK cascade (GO:0032873)","2/37",0.0789842806816366,0.389911088335074,0,0,4.50582857142857,11.4380747786438,"NCOR1;TAOK3"
"gene expression (GO:0010467)","8/356",0.082257835217599,0.389911088335074,0,0,1.82777463727153,4.56559211208474,"NUP210;HNRNPH1;NUP153;NUP98;RPS4Y1;GSPT1;SMG5;WDR33"
"positive regulation of cellular amide metabolic process (GO:0034250)","3/81",0.0825809220733123,0.389911088335074,0,0,3.03830707445165,7.57746672532318,"LARP4B;LARP4;NSMAF"
"actin-myosin filament sliding (GO:0033275)","2/38",0.0827028788411368,0.389911088335074,0,0,4.38044444444444,10.9182615752015,"TPM4;TPM3"
"regulation of apoptotic signaling pathway (GO:2001233)","2/38",0.0827028788411368,0.389911088335074,0,0,4.38044444444444,10.9182615752015,"BCL2;TGFBR1"
"muscle filament sliding (GO:0030049)","2/38",0.0827028788411368,0.389911088335074,0,0,4.38044444444444,10.9182615752015,"TPM4;TPM3"
"negative regulation of G0 to G1 transition (GO:0070317)","2/38",0.0827028788411368,0.389911088335074,0,0,4.38044444444444,10.9182615752015,"MGA;EHMT1"
"axon ensheathment in central nervous system (GO:0032291)","1/7",0.0849471440799431,0.389911088335074,0,0,13.1088977423639,32.3229506536014,"B4GALT5"
"regulation of CD8-positive, alpha-beta T cell differentiation (GO:0043376)","1/7",0.0849471440799431,0.389911088335074,0,0,13.1088977423639,32.3229506536014,"RUNX1"
"cardiolipin biosynthetic process (GO:0032049)","1/7",0.0849471440799431,0.389911088335074,0,0,13.1088977423639,32.3229506536014,"PGS1"
"catecholamine catabolic process (GO:0042424)","1/7",0.0849471440799431,0.389911088335074,0,0,13.1088977423639,32.3229506536014,"COMT"
"catecholamine uptake (GO:0090493)","1/7",0.0849471440799431,0.389911088335074,0,0,13.1088977423639,32.3229506536014,"SLC22A1"
"death-inducing signaling complex assembly (GO:0071550)","1/7",0.0849471440799431,0.389911088335074,0,0,13.1088977423639,32.3229506536014,"RIPK1"
"regulation of necrotic cell death (GO:0010939)","1/7",0.0849471440799431,0.389911088335074,0,0,13.1088977423639,32.3229506536014,"RIPK1"
"dopamine transport (GO:0015872)","1/7",0.0849471440799431,0.389911088335074,0,0,13.1088977423639,32.3229506536014,"SLC22A1"
"Golgi disassembly (GO:0090166)","1/7",0.0849471440799431,0.389911088335074,0,0,13.1088977423639,32.3229506536014,"GBF1"
"heme transport (GO:0015886)","1/7",0.0849471440799431,0.389911088335074,0,0,13.1088977423639,32.3229506536014,"FLVCR2"
"histone H3-K9 methylation (GO:0051567)","1/7",0.0849471440799431,0.389911088335074,0,0,13.1088977423639,32.3229506536014,"BEND3"
"rRNA-containing ribonucleoprotein complex export from nucleus (GO:0071428)","1/7",0.0849471440799431,0.389911088335074,0,0,13.1088977423639,32.3229506536014,"LSG1"
"long-term synaptic depression (GO:0060292)","1/7",0.0849471440799431,0.389911088335074,0,0,13.1088977423639,32.3229506536014,"ARF1"
"T cell apoptotic process (GO:0070231)","1/7",0.0849471440799431,0.389911088335074,0,0,13.1088977423639,32.3229506536014,"RIPK1"
"thiamine-containing compound metabolic process (GO:0042723)","1/7",0.0849471440799431,0.389911088335074,0,0,13.1088977423639,32.3229506536014,"SLC25A19"
"modulation by symbiont of host apoptotic process (GO:0052150)","1/7",0.0849471440799431,0.389911088335074,0,0,13.1088977423639,32.3229506536014,"SFPQ"
"mRNA pseudouridine synthesis (GO:1990481)","1/7",0.0849471440799431,0.389911088335074,0,0,13.1088977423639,32.3229506536014,"PUS7"
"mRNA transcription by RNA polymerase II (GO:0042789)","1/7",0.0849471440799431,0.389911088335074,0,0,13.1088977423639,32.3229506536014,"TFCP2"
"nose development (GO:0043584)","1/7",0.0849471440799431,0.389911088335074,0,0,13.1088977423639,32.3229506536014,"SKI"
"nucleobase catabolic process (GO:0046113)","1/7",0.0849471440799431,0.389911088335074,0,0,13.1088977423639,32.3229506536014,"DPYSL2"
"platelet dense granule organization (GO:0060155)","1/7",0.0849471440799431,0.389911088335074,0,0,13.1088977423639,32.3229506536014,"DTNBP1"
"positive regulation of adenylate cyclase activity (GO:0045762)","1/7",0.0849471440799431,0.389911088335074,0,0,13.1088977423639,32.3229506536014,"STIM1"
"positive regulation of cardiac epithelial to mesenchymal transition (GO:0062043)","1/7",0.0849471440799431,0.389911088335074,0,0,13.1088977423639,32.3229506536014,"TGFBR1"
"protein localization to endoplasmic reticulum exit site (GO:0070973)","1/7",0.0849471440799431,0.389911088335074,0,0,13.1088977423639,32.3229506536014,"GBF1"
"ephrin receptor signaling pathway (GO:0048013)","3/82",0.0849566176864537,0.389911088335074,0,0,2.99969498246149,7.39609154314268,"ARPC2;NCK2;AP2B1"
"regulation of protein tyrosine kinase activity (GO:0061097)","2/39",0.0864741502316777,0.391087730855387,0,0,4.26183783783784,10.4325944002473,"NCK2;NEDD9"
"vesicle cytoskeletal trafficking (GO:0099518)","2/39",0.0864741502316777,0.391087730855387,0,0,4.26183783783784,10.4325944002473,"HTT;PAFAH1B1"
"phospholipid dephosphorylation (GO:0046839)","2/39",0.0864741502316777,0.391087730855387,0,0,4.26183783783784,10.4325944002473,"INPP5B;MTMR6"
"transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)","4/133",0.0877135370320135,0.391087730855387,0,0,2.45298824706177,5.96978607093812,"SKI;USP9Y;PXN;TGFBR1"
"organelle assembly (GO:0070925)","9/425",0.0901626082081986,0.391087730855387,0,0,1.72115384615385,4.14133794327111,"EHD4;DBNL;NCOR1;CEP19;GBF1;RFX2;AMBRA1;EIF2S1;RAB7A"
"nucleocytoplasmic transport (GO:0006913)","2/40",0.0902961898549766,0.391087730855387,0,0,4.14947368421053,9.97807344651421,"LSG1;NUP98"
"positive regulation of intrinsic apoptotic signaling pathway (GO:2001244)","2/40",0.0902961898549766,0.391087730855387,0,0,4.14947368421053,9.97807344651421,"SFPQ;BCL2"
"ribonucleoprotein complex assembly (GO:0022618)","4/136",0.0933286546851783,0.391087730855387,0,0,2.39687194525904,5.68448884336176,"TXNL4A;EIF2S2;MDN1;EIF4B"
"regulation of G0 to G1 transition (GO:0070316)","2/41",0.0941671319942094,0.391087730855387,0,0,4.04287179487179,9.55202880921174,"MGA;EHMT1"
"regulation of release of cytochrome c from mitochondria (GO:0090199)","2/41",0.0941671319942094,0.391087730855387,0,0,4.04287179487179,9.55202880921174,"OPA1;PLAUR"
"actin filament reorganization (GO:0090527)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"NEDD9"
"pyrimidine nucleobase catabolic process (GO:0006208)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"DPYSL2"
"aromatic compound biosynthetic process (GO:0019438)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"GCH1"
"cardiac atrium development (GO:0003230)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"MDM4"
"regulation of chemokine-mediated signaling pathway (GO:0070099)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"ROBO1"
"cardiac muscle hypertrophy (GO:0003300)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"HDAC4"
"regulation of dopamine receptor signaling pathway (GO:0060159)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"DTNBP1"
"regulation of epithelial to mesenchymal transition involved in endocardial cushion formation (GO:1905005)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"TGFBR1"
"cellular response to interleukin-21 (GO:0098757)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"IL21R"
"coronary vasculature morphogenesis (GO:0060977)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"TGFBR1"
"regulation of pattern recognition receptor signaling pathway (GO:0062207)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"XIAP"
"dopamine uptake (GO:0090494)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"SLC22A1"
"dynamin family protein polymerization involved in membrane fission (GO:0003373)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"OPA1"
"dynamin family protein polymerization involved in mitochondrial fission (GO:0003374)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"OPA1"
"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000447)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"UTP20"
"regulation of protein localization to nucleolus (GO:1904749)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"POLR1A"
"entry of bacterium into host cell (GO:0035635)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"GRB2"
"regulation of translational termination (GO:0006449)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"GSPT1"
"interleukin-21-mediated signaling pathway (GO:0038114)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"IL21R"
"isoprenoid metabolic process (GO:0006720)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"PDSS2"
"store-operated calcium entry (GO:0002115)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"STIM1"
"macromolecule modification (GO:0043412)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"SETD5"
"mitochondrial tRNA processing (GO:0090646)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"PRORP"
"mitophagy (GO:0000423)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"AMBRA1"
"ventricular trabecula myocardium morphogenesis (GO:0003222)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"TGFBR1"
"vitamin K metabolic process (GO:0042373)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"VKORC1L1"
"negative regulation by symbiont of host apoptotic process (GO:0033668)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"SFPQ"
"negative regulation of alpha-beta T cell differentiation (GO:0046639)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"RUNX1"
"negative regulation of mRNA polyadenylation (GO:1900364)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"CCNT1"
"negative regulation of sodium ion transport (GO:0010766)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"COMMD1"
"neurotransmitter reuptake (GO:0098810)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"SLC22A1"
"peptidyl-lysine deacetylation (GO:0034983)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"HDAC4"
"peptidyl-serine autophosphorylation (GO:0036289)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"RIPK1"
"peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity (GO:1990264)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"PTPRO"
"platelet activating factor metabolic process (GO:0046469)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"PAFAH1B1"
"positive regulation of endocytic recycling (GO:2001137)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"EIPR1"
"positive regulation of homotypic cell-cell adhesion (GO:0034112)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"PLAUR"
"postsynapse organization (GO:0099173)","1/8",0.0964808267596423,0.391087730855387,0,0,11.2356289129197,26.2735179812964,"ARF1"
"ERAD pathway (GO:0036503)","3/87",0.0972616668137546,0.393295963377949,0,0,2.82042455536431,6.57257731150399,"FAF2;RNF185;ECPAS"
"ATP-dependent chromatin remodeling (GO:0043044)","2/42",0.0980851495628602,0.393758696799338,0,0,3.9416,9.15207713051027,"PBRM1;ARID1A"
"regulation of ubiquitin-dependent protein catabolic process (GO:2000058)","2/42",0.0980851495628602,0.393758696799338,0,0,3.9416,9.15207713051027,"COMMD1;HIPK2"
"skeletal system morphogenesis (GO:0048705)","2/42",0.0980851495628602,0.393758696799338,0,0,3.9416,9.15207713051027,"SKI;TGFBR1"
"regulation of cellular component organization (GO:0051128)","4/139",0.0991103163706933,0.396712866786767,0,0,2.34324970131422,5.4164726325816,"RPTOR;SETD5;PACSIN2;ABL2"
"metal ion transport (GO:0030001)","3/88",0.0998052665398916,0.396712866786767,0,0,2.78710134656272,6.42297072351864,"NIPAL2;SLC3A2;KCNN4"
"positive regulation of neuron projection development (GO:0010976)","3/88",0.0998052665398916,0.396712866786767,0,0,2.78710134656272,6.42297072351864,"DBNL;KIDINS220;ABL2"
"positive regulation of axonogenesis (GO:0050772)","2/43",0.102048453414507,0.396712866786767,0,0,3.84526829268293,8.77608483699717,"DBNL;ROBO1"
"protein import (GO:0017038)","3/89",0.102375472340671,0.396712866786767,0,0,2.75455309610535,6.27792433654442,"HEATR3;NUP153;KPNB1"
"regulation of mRNA splicing, via spliceosome (GO:0048024)","3/90",0.104971882426812,0.396712866786767,0,0,2.72275308129068,6.13725630097221,"RBM25;THRAP3;NUP98"
"negative regulation of protein kinase activity (GO:0006469)","3/90",0.104971882426812,0.396712866786767,0,0,2.72275308129068,6.13725630097221,"PTPRO;DTNBP1;YWHAG"
"positive regulation of autophagy (GO:0010508)","3/90",0.104971882426812,0.396712866786767,0,0,2.72275308129068,6.13725630097221,"LARP1;GNAI3;HTT"
"positive regulation of binding (GO:0051099)","3/90",0.104971882426812,0.396712866786767,0,0,2.72275308129068,6.13725630097221,"SKI;PLAUR;HIPK2"
"regulation of signal transduction (GO:0009966)","5/198",0.10584815772292,0.396712866786767,0,0,2.05103731828575,4.60611641383104,"PXN;NCK2;DTNBP1;YWHAG;RUNX1"
"mRNA stabilization (GO:0048255)","2/44",0.106055291689909,0.396712866786767,0,0,3.75352380952381,8.42213683445071,"LARP1;THRAP3"
"negative regulation of epidermal growth factor receptor signaling pathway (GO:0042059)","2/44",0.106055291689909,0.396712866786767,0,0,3.75352380952381,8.42213683445071,"GRB2;RAB7A"
"regulation of stem cell differentiation (GO:2000736)","3/91",0.107594092509151,0.396712866786767,0,0,2.69167579408543,6.00079384719707,"LMO2;PUS7;RUNX1"
"toll-like receptor signaling pathway (GO:0002224)","3/91",0.107594092509151,0.396712866786767,0,0,2.69167579408543,6.00079384719707,"UBE2D2;RIPK1;PIK3AP1"
"quaternary ammonium group transport (GO:0015697)","1/9",0.107869705074673,0.396712866786767,0,0,9.83067729083665,21.8912590526772,"SLC22A1"
"astral microtubule organization (GO:0030953)","1/9",0.107869705074673,0.396712866786767,0,0,9.83067729083665,21.8912590526772,"KPNB1"
"biotin metabolic process (GO:0006768)","1/9",0.107869705074673,0.396712866786767,0,0,9.83067729083665,21.8912590526772,"PC"
"regulation of cellular response to oxidative stress (GO:1900407)","1/9",0.107869705074673,0.396712866786767,0,0,9.83067729083665,21.8912590526772,"GCH1"
"regulation of leukocyte degranulation (GO:0043300)","1/9",0.107869705074673,0.396712866786767,0,0,9.83067729083665,21.8912590526772,"ADGRE2"
"regulation of mammary gland epithelial cell proliferation (GO:0033599)","1/9",0.107869705074673,0.396712866786767,0,0,9.83067729083665,21.8912590526772,"ROBO1"
"regulation of RNA polymerase II regulatory region sequence-specific DNA binding (GO:1903025)","1/9",0.107869705074673,0.396712866786767,0,0,9.83067729083665,21.8912590526772,"NSD1"
"regulation of sterol biosynthetic process (GO:0106118)","1/9",0.107869705074673,0.396712866786767,0,0,9.83067729083665,21.8912590526772,"KPNB1"
"glycerolipid biosynthetic process (GO:0045017)","1/9",0.107869705074673,0.396712866786767,0,0,9.83067729083665,21.8912590526772,"HDHD5"
"Schwann cell development (GO:0014044)","1/9",0.107869705074673,0.396712866786767,0,0,9.83067729083665,21.8912590526772,"SKI"
"sensory organ morphogenesis (GO:0090596)","1/9",0.107869705074673,0.396712866786767,0,0,9.83067729083665,21.8912590526772,"SKI"
"isoprenoid biosynthetic process (GO:0008299)","1/9",0.107869705074673,0.396712866786767,0,0,9.83067729083665,21.8912590526772,"PDSS2"
"skeletal muscle fiber development (GO:0048741)","1/9",0.107869705074673,0.396712866786767,0,0,9.83067729083665,21.8912590526772,"SKI"
"mitochondrial tRNA modification (GO:0070900)","1/9",0.107869705074673,0.396712866786767,0,0,9.83067729083665,21.8912590526772,"PRORP"
"negative regulation of exocytosis (GO:0045920)","1/9",0.107869705074673,0.396712866786767,0,0,9.83067729083665,21.8912590526772,"RAB7A"
"negative regulation of mRNA 3'-end processing (GO:0031441)","1/9",0.107869705074673,0.396712866786767,0,0,9.83067729083665,21.8912590526772,"CCNT1"
"negative regulation of necroptotic process (GO:0060546)","1/9",0.107869705074673,0.396712866786767,0,0,9.83067729083665,21.8912590526772,"RIPK1"
"peptidyl-cysteine modification (GO:0018198)","1/9",0.107869705074673,0.396712866786767,0,0,9.83067729083665,21.8912590526772,"RAB6A"
"peripheral nervous system axon ensheathment (GO:0032292)","1/9",0.107869705074673,0.396712866786767,0,0,9.83067729083665,21.8912590526772,"SKI"
"phosphatidylglycerol biosynthetic process (GO:0006655)","1/9",0.107869705074673,0.396712866786767,0,0,9.83067729083665,21.8912590526772,"PGS1"
"positive regulation of autophagy of mitochondrion (GO:1903599)","1/9",0.107869705074673,0.396712866786767,0,0,9.83067729083665,21.8912590526772,"HTT"
"positive regulation of CD8-positive, alpha-beta T cell activation (GO:2001187)","1/9",0.107869705074673,0.396712866786767,0,0,9.83067729083665,21.8912590526772,"RUNX1"
"positive regulation of protein polyubiquitination (GO:1902916)","1/9",0.107869705074673,0.396712866786767,0,0,9.83067729083665,21.8912590526772,"XIAP"
"postsynaptic membrane assembly (GO:0097104)","1/9",0.107869705074673,0.396712866786767,0,0,9.83067729083665,21.8912590526772,"NLGN4Y"
"mitotic G2/M transition checkpoint (GO:0044818)","2/45",0.110103949173359,0.398824791135999,0,0,3.66604651162791,8.08850974517858,"BABAM2;TAOK3"
"cellular response to fibroblast growth factor stimulus (GO:0044344)","3/92",0.110241696022279,0.398824791135999,0,0,2.6612968728848,5.86837274004063,"HNRNPM;HNRNPH1;GRB2"
"cytoplasmic translation (GO:0002181)","3/93",0.112914284376415,0.398824791135999,0,0,2.63159303882195,5.73983677064072,"EIF4A1;EIF3M;GSPT1"
"visual perception (GO:0007601)","3/93",0.112914284376415,0.398824791135999,0,0,2.63159303882195,5.73983677064072,"OPA1;EYA3;KIFC3"
"positive regulation of nucleic acid-templated transcription (GO:1903508)","10/511",0.113255714538558,0.398824791135999,0,0,1.58748618465548,3.4577148607204,"HDAC4;THRAP3;NSD1;TP53BP1;MED4;ARID1A;TGFBR1;RUNX1;HIPK2;CREB5"
"posttranscriptional regulation of gene expression (GO:0010608)","2/46",0.114192746634375,0.398824791135999,0,0,3.58254545454545,7.77364894322457,"LARP1;LARP4"
"regulation of DNA binding (GO:0051101)","2/47",0.118320040237455,0.398824791135999,0,0,3.50275555555556,7.4761487751715,"SKI;PLAUR"
"epidermal growth factor receptor signaling pathway (GO:0007173)","2/47",0.118320040237455,0.398824791135999,0,0,3.50275555555556,7.4761487751715,"NCK2;GRB2"
"histone deacetylation (GO:0016575)","2/47",0.118320040237455,0.398824791135999,0,0,3.50275555555556,7.4761487751715,"HDAC4;SFPQ"
"sensory perception of light stimulus (GO:0050953)","3/95",0.118332772252246,0.398824791135999,0,0,2.57412257726558,5.49383274483306,"OPA1;EYA3;KIFC3"
"cellular biogenic amine catabolic process (GO:0042402)","1/10",0.119115589570104,0.398824791135999,0,0,8.73793714032758,18.5913673433624,"COMT"
"cellular response to leucine (GO:0071233)","1/10",0.119115589570104,0.398824791135999,0,0,8.73793714032758,18.5913673433624,"RPTOR"
"regulation of granulocyte differentiation (GO:0030852)","1/10",0.119115589570104,0.398824791135999,0,0,8.73793714032758,18.5913673433624,"RUNX1"
"regulation of hydrogen peroxide-induced cell death (GO:1903205)","1/10",0.119115589570104,0.398824791135999,0,0,8.73793714032758,18.5913673433624,"RIPK1"
"chondroitin sulfate proteoglycan metabolic process (GO:0050654)","1/10",0.119115589570104,0.398824791135999,0,0,8.73793714032758,18.5913673433624,"CSGALNACT2"
"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator (GO:0006978)","1/10",0.119115589570104,0.398824791135999,0,0,8.73793714032758,18.5913673433624,"HIPK2"
"DNA dealkylation (GO:0035510)","1/10",0.119115589570104,0.398824791135999,0,0,8.73793714032758,18.5913673433624,"ASCC2"
"DNA dealkylation involved in DNA repair (GO:0006307)","1/10",0.119115589570104,0.398824791135999,0,0,8.73793714032758,18.5913673433624,"ASCC2"
"regulation of peptidyl-lysine acetylation (GO:2000756)","1/10",0.119115589570104,0.398824791135999,0,0,8.73793714032758,18.5913673433624,"SETD5"
"ectoderm development (GO:0007398)","1/10",0.119115589570104,0.398824791135999,0,0,8.73793714032758,18.5913673433624,"EDA2R"
"regulation of store-operated calcium entry (GO:2001256)","1/10",0.119115589570104,0.398824791135999,0,0,8.73793714032758,18.5913673433624,"STIM1"
"granulocyte migration (GO:0097530)","1/10",0.119115589570104,0.398824791135999,0,0,8.73793714032758,18.5913673433624,"ADGRE2"
"response to leucine (GO:0043201)","1/10",0.119115589570104,0.398824791135999,0,0,8.73793714032758,18.5913673433624,"RPTOR"
"histone H4 deacetylation (GO:0070933)","1/10",0.119115589570104,0.398824791135999,0,0,8.73793714032758,18.5913673433624,"HDAC4"
"secretory granule organization (GO:0033363)","1/10",0.119115589570104,0.398824791135999,0,0,8.73793714032758,18.5913673433624,"DTNBP1"
"low-density lipoprotein particle receptor catabolic process (GO:0032802)","1/10",0.119115589570104,0.398824791135999,0,0,8.73793714032758,18.5913673433624,"AP2B1"
"low-density lipoprotein receptor particle metabolic process (GO:0032799)","1/10",0.119115589570104,0.398824791135999,0,0,8.73793714032758,18.5913673433624,"AP2B1"
"toxin transport (GO:1901998)","1/10",0.119115589570104,0.398824791135999,0,0,8.73793714032758,18.5913673433624,"SLC22A1"
"microtubule anchoring at centrosome (GO:0034454)","1/10",0.119115589570104,0.398824791135999,0,0,8.73793714032758,18.5913673433624,"CEP19"
"negative regulation of circadian rhythm (GO:0042754)","1/10",0.119115589570104,0.398824791135999,0,0,8.73793714032758,18.5913673433624,"SFPQ"
"negative regulation of sodium ion transmembrane transport (GO:1902306)","1/10",0.119115589570104,0.398824791135999,0,0,8.73793714032758,18.5913673433624,"COMMD1"
