"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,1.44990975517544,0.949,0.663,0,"oligodendrocyte precursor cells","SCD5"
0,0.555971232709628,0.858,0.573,0,"oligodendrocyte precursor cells","SGK1"
0,1.83518616774967,0.459,0.174,0,"oligodendrocyte precursor cells","LRP1"
0,1.78633470151516,0.477,0.192,0,"oligodendrocyte precursor cells","ILDR2"
0,1.52338337019456,0.525,0.241,0,"oligodendrocyte precursor cells","TSHZ1"
0,0.740622147365255,0.585,0.302,0,"oligodendrocyte precursor cells","CECR2"
0,1.53834426628275,0.398,0.116,0,"oligodendrocyte precursor cells","PLCE1"
0,0.848691696097631,0.769,0.487,0,"oligodendrocyte precursor cells","PRKD1"
0,1.40922923336191,0.599,0.317,0,"oligodendrocyte precursor cells","RNF180"
0,0.831293355875234,0.573,0.291,0,"oligodendrocyte precursor cells","ARHGAP22"
0,3.96254552373296,0.298,0.016,0,"oligodendrocyte precursor cells","KLRC3"
0,1.98947794992944,0.427,0.146,0,"oligodendrocyte precursor cells","SPRY4-AS1"
0,1.33613529658079,0.905,0.624,0,"oligodendrocyte precursor cells","REV3L"
0,2.06296205911465,0.435,0.154,0,"oligodendrocyte precursor cells","MAMLD1"
0,1.49550161573154,0.933,0.653,0,"oligodendrocyte precursor cells","KIF13A"
0,1.91407456057864,0.391,0.111,0,"oligodendrocyte precursor cells","NEDD4"
0,2.349573925183,0.4,0.121,0,"oligodendrocyte precursor cells","TMEM196"
0,1.38671475853504,0.568,0.289,0,"oligodendrocyte precursor cells","CCDC146"
0,1.42232165573373,0.52,0.243,0,"oligodendrocyte precursor cells","PLCB4"
0,2.24177814780408,0.432,0.157,0,"oligodendrocyte precursor cells","U91319.1"
0,1.33682273327535,0.577,0.302,0,"oligodendrocyte precursor cells","ST8SIA1"
0,1.24025820773437,0.962,0.687,0,"oligodendrocyte precursor cells","PRKCA"
0,0.981621978918858,0.653,0.379,0,"oligodendrocyte precursor cells","NECTIN3"
0,1.03235177463091,0.841,0.567,0,"oligodendrocyte precursor cells","CTTNBP2"
0,0.923754498923812,0.796,0.522,0,"oligodendrocyte precursor cells","SPRED1"
0,1.3770306559413,0.578,0.304,0,"oligodendrocyte precursor cells","DZIP1"
0,1.34947705007523,0.573,0.299,0,"oligodendrocyte precursor cells","RCN2"
0,2.30053848626223,0.357,0.083,0,"oligodendrocyte precursor cells","EMID1"
0,1.44590035151191,0.451,0.178,0,"oligodendrocyte precursor cells","FMNL3"
0,1.64207333937356,0.429,0.158,0,"oligodendrocyte precursor cells","SAMHD1"
0,1.12310939199937,0.945,0.674,0,"oligodendrocyte precursor cells","TANC2"
0,1.30157388479552,0.465,0.195,0,"oligodendrocyte precursor cells","AC087854.1"
0,0.894818699957086,0.945,0.675,0,"oligodendrocyte precursor cells","APBB2"
0,1.37376972593814,0.938,0.668,0,"oligodendrocyte precursor cells","NAV2"
0,1.08916820845358,0.653,0.384,0,"oligodendrocyte precursor cells","MARK1"
0,1.80385472975687,0.419,0.15,0,"oligodendrocyte precursor cells","PLEKHA2"
0,1.10831417367441,0.426,0.157,0,"oligodendrocyte precursor cells","PCDH11X"
0,1.30878361976254,0.563,0.294,0,"oligodendrocyte precursor cells","SPRED2"
0,0.595489376217474,0.436,0.168,0,"oligodendrocyte precursor cells","ATP1A2"
0,1.01697617973944,0.925,0.657,0,"oligodendrocyte precursor cells","ASTN2"
0,1.27997751873505,0.588,0.321,0,"oligodendrocyte precursor cells","BAALC"
0,1.31830980011463,0.568,0.302,0,"oligodendrocyte precursor cells","GNA12"
0,2.33365392379665,0.338,0.073,0,"oligodendrocyte precursor cells","AC090825.1"
0,1.31309706702408,0.456,0.191,0,"oligodendrocyte precursor cells","SYT17"
0,0.87816830522966,0.75,0.486,0,"oligodendrocyte precursor cells","ESRRG"
0,1.04563812309344,0.651,0.387,0,"oligodendrocyte precursor cells","CDH11"
0,2.53667069989197,0.35,0.086,0,"oligodendrocyte precursor cells","SOX9-AS1"
0,1.40547226602907,0.428,0.164,0,"oligodendrocyte precursor cells","DSEL"
0,0.646360661341055,0.55,0.289,0,"oligodendrocyte precursor cells","WIPF1"
0,1.84188054060637,0.423,0.162,0,"oligodendrocyte precursor cells","NUP42"
0,0.888394481528289,0.928,0.668,0,"oligodendrocyte precursor cells","TRIO"
0,1.25295351023083,0.429,0.169,0,"oligodendrocyte precursor cells","ADRA1A"
0,1.87530705976447,0.436,0.176,0,"oligodendrocyte precursor cells","EEF2K"
0,3.84960413689721,0.289,0.03,0,"oligodendrocyte precursor cells","VIPR2"
0,0.754193833886968,0.901,0.642,0,"oligodendrocyte precursor cells","NFIB"
0,4.25271345090751,0.277,0.019,0,"oligodendrocyte precursor cells","KCNJ16"
0,2.71585814089032,0.308,0.052,0,"oligodendrocyte precursor cells","PRTG"
0,1.45106457075866,0.538,0.284,0,"oligodendrocyte precursor cells","KLHL7"
0,1.20884101070281,0.904,0.65,0,"oligodendrocyte precursor cells","PEAK1"
0,1.79782596038704,0.364,0.11,0,"oligodendrocyte precursor cells","KLHL13"
0,1.98652832962085,0.345,0.092,0,"oligodendrocyte precursor cells","GNG12"
0,0.820823005031449,0.835,0.582,0,"oligodendrocyte precursor cells","USP54"
0,0.290666489416691,0.745,0.492,0,"oligodendrocyte precursor cells","L3MBTL4"
0,1.09871697707802,0.655,0.404,0,"oligodendrocyte precursor cells","PGAP1"
0,0.409446719816849,0.983,0.732,0,"oligodendrocyte precursor cells","ERBB4"
0,1.25054074020181,0.441,0.19,0,"oligodendrocyte precursor cells","RCBTB1"
0,0.603902971030829,0.526,0.275,0,"oligodendrocyte precursor cells","AKAP13"
0,2.86163858953719,0.316,0.066,0,"oligodendrocyte precursor cells","SDC3"
0,1.78180895058326,0.357,0.107,0,"oligodendrocyte precursor cells","ZFPM2-AS1"
0,0.676577824108574,0.507,0.258,0,"oligodendrocyte precursor cells","PLPP3"
0,0.857051789795559,0.965,0.716,0,"oligodendrocyte precursor cells","LRRC7"
0,1.01489490661933,0.582,0.333,0,"oligodendrocyte precursor cells","GRIK4"
0,0.934655797950886,0.452,0.204,0,"oligodendrocyte precursor cells","ADAM12"
0,1.74628352316966,0.394,0.147,0,"oligodendrocyte precursor cells","OLFM2"
0,0.650212138581448,0.734,0.487,0,"oligodendrocyte precursor cells","LMCD1-AS1"
0,0.577433369885266,0.688,0.441,0,"oligodendrocyte precursor cells","SNAP91"
0,4.86714306177786,0.258,0.012,0,"oligodendrocyte precursor cells","SPSB4"
0,1.2766255920904,0.497,0.251,0,"oligodendrocyte precursor cells","NAALAD2"
0,0.706501950720955,0.834,0.588,0,"oligodendrocyte precursor cells","DSCAML1"
0,0.444701644044867,0.919,0.673,0,"oligodendrocyte precursor cells","CDH20"
0,2.00831459982883,0.409,0.163,0,"oligodendrocyte precursor cells","AC023480.1"
0,0.270431166115166,0.575,0.329,0,"oligodendrocyte precursor cells","THSD7A"
0,0.826075276998829,0.657,0.412,0,"oligodendrocyte precursor cells","TRAK1"
0,1.61181707588447,0.397,0.152,0,"oligodendrocyte precursor cells","LINC01006"
0,1.384008192843,0.492,0.247,0,"oligodendrocyte precursor cells","DPY19L2"
0,0.942528011489072,0.535,0.291,0,"oligodendrocyte precursor cells","PBX3"
0,0.774196320711436,0.458,0.214,0,"oligodendrocyte precursor cells","CABLES1"
0,1.38943719865977,0.374,0.13,0,"oligodendrocyte precursor cells","CA8"
0,2.19123554659746,0.368,0.124,0,"oligodendrocyte precursor cells","AC005906.2"
0,2.39613097337496,0.307,0.063,0,"oligodendrocyte precursor cells","CTXND1"
0,1.75118483257446,0.402,0.159,0,"oligodendrocyte precursor cells","GHR"
0,0.951392532451433,0.966,0.723,0,"oligodendrocyte precursor cells","GRIA2"
0,1.11149350962356,0.865,0.622,0,"oligodendrocyte precursor cells","PIK3R1"
0,1.72900025570842,0.367,0.124,0,"oligodendrocyte precursor cells","THBS4"
0,1.42436153369625,0.484,0.242,0,"oligodendrocyte precursor cells","DIRC3"
0,0.929024211858335,0.823,0.581,0,"oligodendrocyte precursor cells","PHYHIPL"
0,0.983107539690455,0.612,0.371,0,"oligodendrocyte precursor cells","KCNQ1OT1"
0,0.99707663499671,0.598,0.357,0,"oligodendrocyte precursor cells","PCDH17"
0,2.07408256569982,0.978,0.737,0,"oligodendrocyte precursor cells","NOVA1"
0,1.0176978873938,0.442,0.202,0,"oligodendrocyte precursor cells","ADCY8"
0,0.262615125122426,0.864,0.626,0,"oligodendrocyte precursor cells","TNIK"
0,0.606574774319222,0.695,0.457,0,"oligodendrocyte precursor cells","ITGB8"
0,0.890390568590153,0.545,0.309,0,"oligodendrocyte precursor cells","GPD2"
0,1.31357578454001,0.397,0.161,0,"oligodendrocyte precursor cells","RIT2"
0,2.32787035203255,0.315,0.079,0,"oligodendrocyte precursor cells","SCRG1"
0,0.705652604173397,0.51,0.274,0,"oligodendrocyte precursor cells","AASS"
0,0.948525687191174,0.898,0.662,0,"oligodendrocyte precursor cells","TRIM9"
0,0.816283715298351,0.685,0.45,0,"oligodendrocyte precursor cells","SERINC5"
0,0.767677703508338,0.602,0.367,0,"oligodendrocyte precursor cells","FNDC3B"
0,1.22782586287968,0.478,0.243,0,"oligodendrocyte precursor cells","ZMIZ1"
0,0.494900764818923,0.541,0.307,0,"oligodendrocyte precursor cells","EPS8"
0,2.68924767681302,0.27,0.036,0,"oligodendrocyte precursor cells","OLIG2"
0,0.642622523158957,0.627,0.393,0,"oligodendrocyte precursor cells","IKZF2"
0,0.586973568683415,0.608,0.374,0,"oligodendrocyte precursor cells","PARP8"
0,2.22979866734827,0.357,0.123,0,"oligodendrocyte precursor cells","AC011474.1"
0,1.0629613660972,0.496,0.263,0,"oligodendrocyte precursor cells","RBMS1"
0,0.314963786335047,0.517,0.286,0,"oligodendrocyte precursor cells","ZNF804A"
0,1.37553652598916,0.451,0.22,0,"oligodendrocyte precursor cells","ARHGAP20"
0,0.783789809097574,0.584,0.353,0,"oligodendrocyte precursor cells","GNG7"
0,1.16935622390052,0.365,0.134,0,"oligodendrocyte precursor cells","CST3"
0,0.992875985052181,0.357,0.126,0,"oligodendrocyte precursor cells","EYA2"
0,0.833054389360603,0.684,0.454,0,"oligodendrocyte precursor cells","ZNF608"
0,1.38574299541844,0.41,0.181,0,"oligodendrocyte precursor cells","GSAP"
0,0.637966319495515,0.617,0.389,0,"oligodendrocyte precursor cells","ITGAV"
0,1.78304559461336,0.991,0.764,0,"oligodendrocyte precursor cells","NLGN1"
0,0.85748492779123,0.484,0.257,0,"oligodendrocyte precursor cells","AC004158.1"
0,1.19253736025782,0.438,0.212,0,"oligodendrocyte precursor cells","ANO6"
0,0.758368652995077,0.665,0.44,0,"oligodendrocyte precursor cells","MCF2L2"
0,3.58599842677089,0.253,0.029,0,"oligodendrocyte precursor cells","ATP2C2"
0,0.39363733730383,0.711,0.488,0,"oligodendrocyte precursor cells","ANKRD44"
0,1.58844140429065,0.368,0.146,0,"oligodendrocyte precursor cells","ARHGEF6"
0,1.05002886445972,0.901,0.679,0,"oligodendrocyte precursor cells","SOX2-OT"
0,1.73168141877704,0.345,0.123,0,"oligodendrocyte precursor cells","SEL1L3"
0,1.07058957577776,0.63,0.409,0,"oligodendrocyte precursor cells","BMERB1"
0,0.860670259754368,0.424,0.204,0,"oligodendrocyte precursor cells","BCL6"
0,1.00659018266784,0.586,0.366,0,"oligodendrocyte precursor cells","ZNF827"
0,0.812919039356518,0.857,0.637,0,"oligodendrocyte precursor cells","FYN"
0,0.555919203935233,0.54,0.321,0,"oligodendrocyte precursor cells","SLC6A1"
0,1.28037562443525,0.403,0.184,0,"oligodendrocyte precursor cells","SUCLG2-AS1"
0,1.06481045749644,0.403,0.184,0,"oligodendrocyte precursor cells","MATN2"
0,2.66201019275569,0.314,0.095,0,"oligodendrocyte precursor cells","CHL1-AS2"
0,0.372986155411719,0.907,0.689,0,"oligodendrocyte precursor cells","ALCAM"
0,0.747999621745693,0.833,0.615,0,"oligodendrocyte precursor cells","PTPRJ"
0,1.55172385168291,0.387,0.17,0,"oligodendrocyte precursor cells","RHBDL3"
0,1.05807044038502,0.403,0.187,0,"oligodendrocyte precursor cells","SCN1A-AS1"
0,1.49987789613088,0.419,0.204,0,"oligodendrocyte precursor cells","NME9"
0,1.29364500300332,0.43,0.215,0,"oligodendrocyte precursor cells","SMAD3"
0,0.679452912184643,0.592,0.377,0,"oligodendrocyte precursor cells","LRRFIP1"
0,2.16703685809604,0.284,0.069,0,"oligodendrocyte precursor cells","B3GAT2"
0,2.37075612596198,0.292,0.077,0,"oligodendrocyte precursor cells","MALRD1"
0,0.626675795886735,0.617,0.402,0,"oligodendrocyte precursor cells","LHFPL6"
0,0.932665713595191,0.907,0.693,0,"oligodendrocyte precursor cells","PPP1R9A"
0,1.74201021662243,0.375,0.161,0,"oligodendrocyte precursor cells","SLC9A7"
0,1.58656256337241,0.286,0.072,0,"oligodendrocyte precursor cells","GDNF-AS1"
0,0.371964102308979,0.407,0.193,0,"oligodendrocyte precursor cells","LHFPL2"
0,0.769197413877366,0.733,0.52,0,"oligodendrocyte precursor cells","SENP7"
0,1.2245571507074,0.461,0.249,0,"oligodendrocyte precursor cells","ABAT"
0,0.832095684331315,0.757,0.545,0,"oligodendrocyte precursor cells","TRAF3IP2-AS1"
0,2.07748351155973,0.293,0.082,0,"oligodendrocyte precursor cells","BEND7"
0,0.835833558062401,0.429,0.219,0,"oligodendrocyte precursor cells","GPCPD1"
0,1.36193432712514,0.395,0.186,0,"oligodendrocyte precursor cells","ST5"
0,0.420657752802267,0.558,0.35,0,"oligodendrocyte precursor cells","ETV6"
0,1.14332543785092,0.445,0.237,0,"oligodendrocyte precursor cells","SUSD4"
0,0.762216675324289,0.827,0.621,0,"oligodendrocyte precursor cells","TAOK3"
0,1.48360158028895,0.269,0.064,0,"oligodendrocyte precursor cells","ADAMTS9"
0,1.21588424250168,0.411,0.206,0,"oligodendrocyte precursor cells","AC009041.2"
0,2.16042677628762,0.317,0.113,0,"oligodendrocyte precursor cells","CPNE5"
0,1.08569404232155,0.511,0.307,0,"oligodendrocyte precursor cells","CLVS1"
0,0.49191536938003,0.361,0.157,0,"oligodendrocyte precursor cells","CDC14A"
0,1.1649025566141,0.487,0.284,0,"oligodendrocyte precursor cells","GPR155"
0,0.877999933261871,0.599,0.396,0,"oligodendrocyte precursor cells","SLC25A27"
0,0.812627754888627,0.698,0.495,0,"oligodendrocyte precursor cells","KIZ"
0,2.3052793642821,0.253,0.051,0,"oligodendrocyte precursor cells","ZFHX4-AS1"
0,2.22738722781595,0.264,0.062,0,"oligodendrocyte precursor cells","PYGL"
0,2.20419757914095,0.289,0.087,0,"oligodendrocyte precursor cells","FAM184B"
0,2.08020464707175,0.302,0.1,0,"oligodendrocyte precursor cells","GLDC"
0,1.09902591208377,0.401,0.2,0,"oligodendrocyte precursor cells","CXXC4"
0,1.62093256993067,0.308,0.107,0,"oligodendrocyte precursor cells","CD81"
0,3.2377513430348,0.25,0.05,0,"oligodendrocyte precursor cells","LINC01117"
0,1.72951638236254,0.279,0.079,0,"oligodendrocyte precursor cells","C4orf19"
0,0.778590221391122,0.366,0.166,0,"oligodendrocyte precursor cells","STK33"
0,0.799350140754371,0.55,0.352,0,"oligodendrocyte precursor cells","BRINP1"
0,0.751362950862987,0.384,0.186,0,"oligodendrocyte precursor cells","MARCKSL1"
0,0.96332234191322,0.547,0.35,0,"oligodendrocyte precursor cells","UPF3A"
0,0.808615267937544,0.375,0.178,0,"oligodendrocyte precursor cells","ABCA1"
0,0.993236104884215,0.323,0.126,0,"oligodendrocyte precursor cells","ABTB2"
0,2.03307023544419,0.278,0.081,0,"oligodendrocyte precursor cells","NLGN3"
0,2.28920542497519,0.296,0.099,0,"oligodendrocyte precursor cells","HS6ST2"
0,0.507999361534841,0.956,0.759,0,"oligodendrocyte precursor cells","NFIA"
0,0.747311287959637,0.369,0.173,0,"oligodendrocyte precursor cells","PPFIBP2"
0,1.91677893176707,0.293,0.097,0,"oligodendrocyte precursor cells","RXRA"
0,0.733137331303186,0.85,0.654,0,"oligodendrocyte precursor cells","ANKRD28"
0,0.704945973332628,0.823,0.628,0,"oligodendrocyte precursor cells","ZDHHC21"
0,1.46350786522731,0.276,0.082,0,"oligodendrocyte precursor cells","TGFA"
0,0.938959553712087,0.529,0.335,0,"oligodendrocyte precursor cells","NRG2"
0,2.30015205110866,0.251,0.057,0,"oligodendrocyte precursor cells","SOX1-OT"
0,1.89973998896044,0.517,0.323,0,"oligodendrocyte precursor cells","NLGN4Y"
0,1.86531406895134,0.258,0.065,0,"oligodendrocyte precursor cells","ADAMTS6"
0,0.631195072645877,0.741,0.548,0,"oligodendrocyte precursor cells","GDAP1"
0,0.714697479985706,0.958,0.765,0,"oligodendrocyte precursor cells","DMD"
0,0.989930287942836,0.468,0.276,0,"oligodendrocyte precursor cells","GLRB"
0,0.694422070398535,0.822,0.63,0,"oligodendrocyte precursor cells","PPP1R12A"
0,0.803349559223885,0.802,0.611,0,"oligodendrocyte precursor cells","CAMSAP2"
0,0.662862016410182,0.447,0.256,0,"oligodendrocyte precursor cells","USP3"
0,0.950765485425099,0.354,0.163,0,"oligodendrocyte precursor cells","AL139383.1"
0,0.494223076005316,0.334,0.144,0,"oligodendrocyte precursor cells","PLSCR4"
0,1.28701487313556,0.992,0.802,0,"oligodendrocyte precursor cells","LRP1B"
0,0.470453508066818,0.783,0.595,0,"oligodendrocyte precursor cells","NAALADL2"
0,0.89562765715562,0.556,0.368,0,"oligodendrocyte precursor cells","CYFIP2"
0,1.95936385069842,0.274,0.086,0,"oligodendrocyte precursor cells","AC010201.3"
0,1.34400873962062,0.38,0.193,0,"oligodendrocyte precursor cells","TMOD1"
0,1.33766676390429,0.382,0.196,0,"oligodendrocyte precursor cells","TSBP1-AS1"
0,1.44532371542705,0.36,0.174,0,"oligodendrocyte precursor cells","SLC8A3"
0,2.19372015393955,0.264,0.08,0,"oligodendrocyte precursor cells","VAT1L"
0,0.834577210789211,0.46,0.277,0,"oligodendrocyte precursor cells","AC093865.1"
0,0.779487219997048,0.627,0.444,0,"oligodendrocyte precursor cells","SGCE"
0,1.38972945809854,0.377,0.194,0,"oligodendrocyte precursor cells","FXYD6"
0,0.741889048709411,0.446,0.263,0,"oligodendrocyte precursor cells","ZNF516"
0,0.680851263154279,0.715,0.532,0,"oligodendrocyte precursor cells","ZMYM4"
0,0.451273787508145,0.861,0.678,0,"oligodendrocyte precursor cells","COBL"
0,0.662072554107107,0.457,0.276,0,"oligodendrocyte precursor cells","CDH4"
0,0.840683178831963,0.871,0.691,0,"oligodendrocyte precursor cells","CPEB4"
0,1.44671250520341,0.31,0.13,0,"oligodendrocyte precursor cells","LIMA1"
0,0.415286221446451,0.768,0.589,0,"oligodendrocyte precursor cells","ZNF704"
0,1.69721164655963,0.274,0.095,0,"oligodendrocyte precursor cells","PCDH11Y"
0,1.07108692372318,0.37,0.191,0,"oligodendrocyte precursor cells","BCAT1"
0,0.824912467007813,0.295,0.116,0,"oligodendrocyte precursor cells","ARHGAP6"
0,1.00015576235899,0.319,0.141,0,"oligodendrocyte precursor cells","PSD2"
0,1.42232252859549,0.352,0.175,0,"oligodendrocyte precursor cells","SNX7"
0,1.10731038733022,0.366,0.189,0,"oligodendrocyte precursor cells","PTCH1"
0,0.902900318612944,0.509,0.332,0,"oligodendrocyte precursor cells","FAM66C"
0,1.30476429676758,0.292,0.115,0,"oligodendrocyte precursor cells","ZNF423"
0,0.705576629948718,0.547,0.372,0,"oligodendrocyte precursor cells","MRPS28"
0,0.936513966696694,0.98,0.805,0,"oligodendrocyte precursor cells","NTM"
0,1.37283176788163,0.302,0.128,0,"oligodendrocyte precursor cells","NINL"
0,0.819875849417059,0.545,0.372,0,"oligodendrocyte precursor cells","WDR11"
0,0.858241525639042,0.469,0.296,0,"oligodendrocyte precursor cells","MGLL"
0,0.951583449356583,0.478,0.305,0,"oligodendrocyte precursor cells","AC068587.4"
0,1.1935679083254,0.311,0.139,0,"oligodendrocyte precursor cells","ZNF727"
0,1.73193884185881,0.313,0.142,0,"oligodendrocyte precursor cells","ABCC8"
0,1.41373680510469,0.317,0.146,0,"oligodendrocyte precursor cells","WNK3"
0,0.500537952737137,0.301,0.13,0,"oligodendrocyte precursor cells","ALDH1L1"
0,1.52013328487342,0.344,0.173,0,"oligodendrocyte precursor cells","RGS17"
0,0.671304902410572,0.81,0.64,0,"oligodendrocyte precursor cells","SETD5"
0,1.28705551479212,0.988,0.818,0,"oligodendrocyte precursor cells","ADGRL3"
0,1.47379275034392,0.264,0.094,0,"oligodendrocyte precursor cells","PMP2"
0,1.50297192660694,0.319,0.15,0,"oligodendrocyte precursor cells","ABLIM3"
0,0.715336187036116,0.598,0.429,0,"oligodendrocyte precursor cells","FIP1L1"
0,1.61342460339134,0.302,0.133,0,"oligodendrocyte precursor cells","LINC01301"
0,1.4311421161572,0.353,0.185,0,"oligodendrocyte precursor cells","NSG2"
0,0.711766133106849,0.905,0.738,0,"oligodendrocyte precursor cells","SGIP1"
0,0.640303453046741,0.656,0.49,0,"oligodendrocyte precursor cells","SCFD2"
0,1.72930388796371,0.28,0.114,0,"oligodendrocyte precursor cells","SUSD1"
0,0.968643329555158,0.263,0.097,0,"oligodendrocyte precursor cells","AGMO"
0,0.89789915385714,0.451,0.286,0,"oligodendrocyte precursor cells","CHIC2"
0,0.899873183906349,0.402,0.237,0,"oligodendrocyte precursor cells","DECR1"
0,0.931475922826017,0.436,0.271,0,"oligodendrocyte precursor cells","RAB5A"
0,0.815458680473094,0.435,0.27,0,"oligodendrocyte precursor cells","STAT5B"
0,1.14767763089115,0.392,0.228,0,"oligodendrocyte precursor cells","AKAP12"
0,0.975554886501407,0.282,0.118,0,"oligodendrocyte precursor cells","AC119674.1"
0,0.906197423152011,0.482,0.318,0,"oligodendrocyte precursor cells","GRAMD1B"
0,1.06950818878434,0.361,0.197,0,"oligodendrocyte precursor cells","NETO2"
0,0.937468139061948,0.93,0.767,0,"oligodendrocyte precursor cells","TNKS"
0,0.658080992155845,0.866,0.703,0,"oligodendrocyte precursor cells","MYO5A"
0,1.39668694170065,0.252,0.089,0,"oligodendrocyte precursor cells","EBF4"
0,1.31846963250801,0.362,0.2,0,"oligodendrocyte precursor cells","GOLM1"
0,0.739984565250153,0.555,0.394,0,"oligodendrocyte precursor cells","YAF2"
0,1.15048075532725,0.277,0.116,0,"oligodendrocyte precursor cells","PDE9A"
0,1.1612525295783,0.377,0.216,0,"oligodendrocyte precursor cells","BCR"
0,0.693125176789911,0.888,0.728,0,"oligodendrocyte precursor cells","CHD9"
0,0.974555174905023,0.367,0.207,0,"oligodendrocyte precursor cells","HMGN1"
0,1.10310718087181,0.393,0.235,0,"oligodendrocyte precursor cells","KLHL23"
0,0.899665761015421,0.384,0.229,0,"oligodendrocyte precursor cells","DCBLD2"
0,0.801614260725461,0.315,0.16,0,"oligodendrocyte precursor cells","TOX3"
0,1.9518019802386,0.251,0.096,0,"oligodendrocyte precursor cells","USP43"
0,0.598491585203357,0.727,0.574,0,"oligodendrocyte precursor cells","HDAC4"
0,0.64878514918393,0.738,0.586,0,"oligodendrocyte precursor cells","SFPQ"
0,0.49606637008901,0.892,0.74,0,"oligodendrocyte precursor cells","SGMS1"
0,1.51357366471453,0.304,0.152,0,"oligodendrocyte precursor cells","ATCAY"
0,1.21691046003158,0.36,0.209,0,"oligodendrocyte precursor cells","GOLGA8A"
0,1.11237461168074,0.352,0.201,0,"oligodendrocyte precursor cells","SCG3"
0,1.1935024924898,0.348,0.197,0,"oligodendrocyte precursor cells","TPM1"
0,0.94258315236612,0.303,0.153,0,"oligodendrocyte precursor cells","ZFAND4"
0,1.05287882015827,0.302,0.155,0,"oligodendrocyte precursor cells","AC105285.1"
0,1.76351729155635,0.261,0.117,0,"oligodendrocyte precursor cells","MIR9-3HG"
0,0.503415802743215,0.861,0.723,0,"oligodendrocyte precursor cells","PHACTR3"
0,1.40203386878441,0.281,0.144,0,"oligodendrocyte precursor cells","FRMD6"
0,1.20412569661157,0.259,0.123,0,"oligodendrocyte precursor cells","SLITRK2"
0,1.52229281447126,0.27,0.135,0,"oligodendrocyte precursor cells","LINC00937"
0,1.01419606634289,0.985,0.855,0,"oligodendrocyte precursor cells","AGAP1"
0,0.31175950113911,0.975,0.845,0,"oligodendrocyte precursor cells","CTNND2"
0,0.924845208559983,0.968,0.845,0,"oligodendrocyte precursor cells","ZSWIM6"
0,0.548482078957064,0.943,0.822,0,"oligodendrocyte precursor cells","FHIT"
0,0.770328592486363,0.988,0.869,0,"oligodendrocyte precursor cells","LSAMP"
0,0.296898453922145,0.958,0.843,0,"oligodendrocyte precursor cells","MIR99AHG"
0,0.581278866989897,0.934,0.82,0,"oligodendrocyte precursor cells","NCOA1"
0,0.485568095548925,0.944,0.836,0,"oligodendrocyte precursor cells","MBD5"
0,0.331495880560286,0.984,0.876,0,"oligodendrocyte precursor cells","NPAS3"
0,0.594235259494184,0.94,0.836,0,"oligodendrocyte precursor cells","MKLN1"
0,0.384845779031159,0.95,0.871,0,"oligodendrocyte precursor cells","AKT3"
1.18134682002937e-305,0.813974695834415,0.295,0.149,4.32384749598949e-301,"oligodendrocyte precursor cells","AC125613.1"
3.15634338980456e-305,0.554767276415447,0.468,0.295,1.15525324410237e-300,"oligodendrocyte precursor cells","SLC38A1"
1.7451975444961e-304,0.919623495655599,0.433,0.276,6.38759753261017e-300,"oligodendrocyte precursor cells","ACVR2A"
2.9410175547606e-304,0.924192605813571,0.464,0.301,1.07644183521793e-299,"oligodendrocyte precursor cells","UPP2"
8.99780265469791e-302,1.07339722638555,0.293,0.155,3.29328574964598e-297,"oligodendrocyte precursor cells","VSTM2B"
5.16183234720099e-299,0.76652957278811,0.352,0.202,1.88928225739903e-294,"oligodendrocyte precursor cells","TBC1D14"
2.02335080218124e-298,0.297640052101324,0.438,0.255,7.40566627106355e-294,"oligodendrocyte precursor cells","BACH1"
3.00330483390097e-292,0.657938577618492,0.529,0.359,1.0992396022561e-287,"oligodendrocyte precursor cells","RPS6KA3"
1.57762514946229e-290,0.707304019811363,0.569,0.399,5.77426580954692e-286,"oligodendrocyte precursor cells","APBA2"
6.29900467769416e-290,0.493157573776958,0.531,0.335,2.30549870208284e-285,"oligodendrocyte precursor cells","MITF"
1.65295128309347e-287,0.42653921086643,0.63,0.429,6.04996699125041e-283,"oligodendrocyte precursor cells","NEK7"
3.00859815691677e-286,0.372171319936435,0.377,0.199,1.10117701141311e-281,"oligodendrocyte precursor cells","PLLP"
1.12399359043551e-285,0.419327435232394,0.711,0.515,4.11392894035301e-281,"oligodendrocyte precursor cells","TIAM1"
3.04276234858748e-285,0.518750323857839,0.499,0.305,1.1136814472065e-280,"oligodendrocyte precursor cells","DOK6"
1.67652751825885e-284,1.13090580153334,0.309,0.174,6.13625836957923e-280,"oligodendrocyte precursor cells","ZADH2"
9.08866917513514e-284,0.990521560560436,0.404,0.257,3.32654380479121e-279,"oligodendrocyte precursor cells","RAD18"
6.80581801250825e-283,0.322720380425262,0.983,0.838,2.49099745075815e-278,"oligodendrocyte precursor cells","ZBTB20"
2.06511092361763e-281,0.317610455004586,0.459,0.263,7.55851249153288e-277,"oligodendrocyte precursor cells","ADAMTS9-AS2"
5.71991160684562e-279,0.636672665921997,0.569,0.403,2.09354484722156e-274,"oligodendrocyte precursor cells","ZNF438"
3.58377628418902e-271,0.909688166436828,0.417,0.269,1.31169795777602e-266,"oligodendrocyte precursor cells","DLGAP4"
8.05373200842515e-271,1.68391250189015,0.289,0.166,2.94774645240369e-266,"oligodendrocyte precursor cells","AC124854.1"
