"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Golgi organization (GO:0007030)","3/130",0.0471845951371803,0.247508210065086,0,0,3.85546951259192,11.7734002673668,"PLK3;RAB1A;STX6"
"autophagosome organization (GO:1905037)","2/56",0.0472556667180277,0.247508210065086,0,0,6.01760777170613,18.3668383463761,"RAB1A;WDR45B"
"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)","2/56",0.0472556667180277,0.247508210065086,0,0,6.01760777170613,18.3668383463761,"PLK3;MDM2"
"cellular response to hypoxia (GO:0071456)","3/131",0.0480793294690697,0.247508210065086,0,0,3.82515495867769,11.6089740109331,"PLK3;MDM2;ZFP36L1"
"adenylate cyclase-inhibiting G protein-coupled acetylcholine receptor signaling pathway (GO:0007197)","1/8",0.0485450014204767,0.247508210065086,0,0,23.0766550522648,69.8129748523069,"CHRM2"
"negative regulation of mitochondrial fusion (GO:0010637)","1/8",0.0485450014204767,0.247508210065086,0,0,23.0766550522648,69.8129748523069,"TFRC"
"regulation of chaperone-mediated autophagy (GO:1904714)","1/8",0.0485450014204767,0.247508210065086,0,0,23.0766550522648,69.8129748523069,"PLK3"
"regulation of chemokine-mediated signaling pathway (GO:0070099)","1/8",0.0485450014204767,0.247508210065086,0,0,23.0766550522648,69.8129748523069,"PADI2"
"negative regulation of muscle cell differentiation (GO:0051148)","1/8",0.0485450014204767,0.247508210065086,0,0,23.0766550522648,69.8129748523069,"ID2"
"regulation of cyclic-nucleotide phosphodiesterase activity (GO:0051342)","1/8",0.0485450014204767,0.247508210065086,0,0,23.0766550522648,69.8129748523069,"CALM2"
"regulation of intrinsic apoptotic signaling pathway by p53 class mediator (GO:1902253)","1/8",0.0485450014204767,0.247508210065086,0,0,23.0766550522648,69.8129748523069,"MDM2"
"osteoblast development (GO:0002076)","1/8",0.0485450014204767,0.247508210065086,0,0,23.0766550522648,69.8129748523069,"CLEC5A"
"positive regulation of astrocyte differentiation (GO:0048711)","1/8",0.0485450014204767,0.247508210065086,0,0,23.0766550522648,69.8129748523069,"ID2"
"regulation of T-helper 2 cell differentiation (GO:0045628)","1/8",0.0485450014204767,0.247508210065086,0,0,23.0766550522648,69.8129748523069,"IL18"
"histone H3-K4 demethylation (GO:0034720)","1/8",0.0485450014204767,0.247508210065086,0,0,23.0766550522648,69.8129748523069,"KDM5B"
"positive regulation of muscle contraction (GO:0045933)","1/8",0.0485450014204767,0.247508210065086,0,0,23.0766550522648,69.8129748523069,"ENO1"
"mammary gland epithelial cell differentiation (GO:0060644)","1/8",0.0485450014204767,0.247508210065086,0,0,23.0766550522648,69.8129748523069,"ID2"
"positive regulation of ryanodine-sensitive calcium-release channel activity (GO:0060316)","1/8",0.0485450014204767,0.247508210065086,0,0,23.0766550522648,69.8129748523069,"CALM2"
"positive regulation of interferon-gamma production (GO:0032729)","2/57",0.0487801061923726,0.247508210065086,0,0,5.90789865871833,17.8444103516167,"SLC11A1;IL18"
"autophagosome assembly (GO:0000045)","2/58",0.0503222756936019,0.247508210065086,0,0,5.80210772833724,17.3442838184327,"RAB1A;WDR45B"
"cellular iron ion homeostasis (GO:0006879)","2/58",0.0503222756936019,0.247508210065086,0,0,5.80210772833724,17.3442838184327,"TFRC;SLC11A1"
"cellular protein catabolic process (GO:0044257)","2/60",0.0534587096432134,0.247508210065086,0,0,5.60146975692482,16.4058406416505,"MDM2;CTSB"
"amyloid-beta formation (GO:0034205)","1/9",0.0544463689113871,0.247508210065086,0,0,20.1910569105691,58.7668609817961,"PSEN1"
"negative regulation of glycoprotein biosynthetic process (GO:0010561)","1/9",0.0544463689113871,0.247508210065086,0,0,20.1910569105691,58.7668609817961,"AGO2"
"bone cell development (GO:0098751)","1/9",0.0544463689113871,0.247508210065086,0,0,20.1910569105691,58.7668609817961,"ANXA2"
"regulation of dendritic cell antigen processing and presentation (GO:0002604)","1/9",0.0544463689113871,0.247508210065086,0,0,20.1910569105691,58.7668609817961,"SLC11A1"
"Notch receptor processing (GO:0007220)","1/9",0.0544463689113871,0.247508210065086,0,0,20.1910569105691,58.7668609817961,"PSEN1"
"embryonic digestive tract morphogenesis (GO:0048557)","1/9",0.0544463689113871,0.247508210065086,0,0,20.1910569105691,58.7668609817961,"ID2"
"positive regulation of ATP biosynthetic process (GO:2001171)","1/9",0.0544463689113871,0.247508210065086,0,0,20.1910569105691,58.7668609817961,"ENO1"
"positive regulation of blood pressure (GO:0045777)","1/9",0.0544463689113871,0.247508210065086,0,0,20.1910569105691,58.7668609817961,"ID2"
"regulation of T-helper 1 type immune response (GO:0002825)","1/9",0.0544463689113871,0.247508210065086,0,0,20.1910569105691,58.7668609817961,"SLC11A1"
"regulation of tumor necrosis factor superfamily cytokine production (GO:1903555)","1/9",0.0544463689113871,0.247508210065086,0,0,20.1910569105691,58.7668609817961,"ZFP36"
"regulation of vesicle fusion (GO:0031338)","1/9",0.0544463689113871,0.247508210065086,0,0,20.1910569105691,58.7668609817961,"ANXA2"
"positive regulation of inositol phosphate biosynthetic process (GO:0060732)","1/9",0.0544463689113871,0.247508210065086,0,0,20.1910569105691,58.7668609817961,"P2RY6"
"response to vitamin (GO:0033273)","1/9",0.0544463689113871,0.247508210065086,0,0,20.1910569105691,58.7668609817961,"SPP1"
"response to vitamin D (GO:0033280)","1/9",0.0544463689113871,0.247508210065086,0,0,20.1910569105691,58.7668609817961,"SPP1"
"T-helper 1 type immune response (GO:0042088)","1/9",0.0544463689113871,0.247508210065086,0,0,20.1910569105691,58.7668609817961,"IL18"
"unsaturated fatty acid biosynthetic process (GO:0006636)","1/9",0.0544463689113871,0.247508210065086,0,0,20.1910569105691,58.7668609817961,"FADS1"
"protein hexamerization (GO:0034214)","1/9",0.0544463689113871,0.247508210065086,0,0,20.1910569105691,58.7668609817961,"LETM1"
"iron ion homeostasis (GO:0055072)","2/61",0.0550524331797592,0.247508210065086,0,0,5.5062517365935,15.9652074131753,"TFRC;SLC11A1"
"glucose metabolic process (GO:0006006)","2/62",0.0566628048673929,0.247508210065086,0,0,5.41420765027322,15.542226335103,"GPI;ENO1"
"stress-activated MAPK cascade (GO:0051403)","2/62",0.0566628048673929,0.247508210065086,0,0,5.41420765027322,15.542226335103,"ZFP36;ZFP36L1"
"amyloid fibril formation (GO:1990000)","2/63",0.0582895608226556,0.247508210065086,0,0,5.3251814028487,15.1359348986155,"GGA2;MDM2"
"chromatin organization (GO:0006325)","3/142",0.0584649494575951,0.247508210065086,0,0,3.52048278732386,9.99580485475678,"KDM5B;SETDB1;PADI2"
"negative regulation of intrinsic apoptotic signaling pathway (GO:2001243)","2/64",0.0599324397149775,0.247508210065086,0,0,5.23902696985722,14.7454371153881,"MDM2;ENO1"
"negative regulation of cellular protein catabolic process (GO:1903363)","1/10",0.0603114275885762,0.247508210065086,0,0,17.9467028003613,50.3985352660787,"ANXA2"
"negative regulation of heterotypic cell-cell adhesion (GO:0034115)","1/10",0.0603114275885762,0.247508210065086,0,0,17.9467028003613,50.3985352660787,"MBP"
"negative regulation of interferon-beta production (GO:0032688)","1/10",0.0603114275885762,0.247508210065086,0,0,17.9467028003613,50.3985352660787,"RELB"
"regulation of cell-cell adhesion involved in gastrulation (GO:0070587)","1/10",0.0603114275885762,0.247508210065086,0,0,17.9467028003613,50.3985352660787,"MBP"
"cellular response to purine-containing compound (GO:0071415)","1/10",0.0603114275885762,0.247508210065086,0,0,17.9467028003613,50.3985352660787,"P2RY6"
"neuron projection maintenance (GO:1990535)","1/10",0.0603114275885762,0.247508210065086,0,0,17.9467028003613,50.3985352660787,"PSEN1"
"regulation of low-density lipoprotein particle clearance (GO:0010988)","1/10",0.0603114275885762,0.247508210065086,0,0,17.9467028003613,50.3985352660787,"ANXA2"
"peptidyl-amino acid modification (GO:0018193)","1/10",0.0603114275885762,0.247508210065086,0,0,17.9467028003613,50.3985352660787,"TTLL4"
"positive regulation by symbiont of entry into host (GO:0075294)","1/10",0.0603114275885762,0.247508210065086,0,0,17.9467028003613,50.3985352660787,"TRIM38"
"fructose 6-phosphate metabolic process (GO:0006002)","1/10",0.0603114275885762,0.247508210065086,0,0,17.9467028003613,50.3985352660787,"HK3"
"positive regulation of monocyte differentiation (GO:0045657)","1/10",0.0603114275885762,0.247508210065086,0,0,17.9467028003613,50.3985352660787,"ZFP36L1"
"serine family amino acid catabolic process (GO:0009071)","1/10",0.0603114275885762,0.247508210065086,0,0,17.9467028003613,50.3985352660787,"GLDC"
"iron ion transmembrane transport (GO:0034755)","1/10",0.0603114275885762,0.247508210065086,0,0,17.9467028003613,50.3985352660787,"SLC25A37"
"positive regulation of receptor recycling (GO:0001921)","1/10",0.0603114275885762,0.247508210065086,0,0,17.9467028003613,50.3985352660787,"ANXA2"
"positive regulation of tissue remodeling (GO:0034105)","1/10",0.0603114275885762,0.247508210065086,0,0,17.9467028003613,50.3985352660787,"IL18"
"positive regulation of viral entry into host cell (GO:0046598)","1/10",0.0603114275885762,0.247508210065086,0,0,17.9467028003613,50.3985352660787,"TRIM38"
"modulation by symbiont of host process (GO:0044003)","1/10",0.0603114275885762,0.247508210065086,0,0,17.9467028003613,50.3985352660787,"ENO1"
"production of siRNA involved in RNA interference (GO:0030422)","1/10",0.0603114275885762,0.247508210065086,0,0,17.9467028003613,50.3985352660787,"AGO2"
"N-acetylneuraminate metabolic process (GO:0006054)","1/10",0.0603114275885762,0.247508210065086,0,0,17.9467028003613,50.3985352660787,"NPL"
"mitotic G1 DNA damage checkpoint signaling (GO:0031571)","2/65",0.0615911828206845,0.247508210065086,0,0,5.15560759823055,14.3698979595569,"PLK3;MDM2"
"regulation of mRNA stability (GO:0043488)","3/146",0.0624833465156792,0.247508210065086,0,0,3.42131422296712,9.48680898015744,"ZFP36;SLC11A1;ZFP36L1"
"cellular response to nutrient levels (GO:0031669)","2/66",0.0632655339086048,0.247508210065086,0,0,5.07479508196721,14.0085383659093,"WDR45B;FADS1"
"regulation of protein localization (GO:0032880)","2/66",0.0632655339086048,0.247508210065086,0,0,5.07479508196721,14.0085383659093,"STX6;TRIM38"
"positive regulation of T cell proliferation (GO:0042102)","2/66",0.0632655339086048,0.247508210065086,0,0,5.07479508196721,14.0085383659093,"TFRC;IL18"
"regulation of gene silencing by miRNA (GO:0060964)","2/67",0.0649552393118687,0.247508210065086,0,0,4.99646910466583,13.6606306926939,"ZFP36;AGO2"
"anterograde trans-synaptic signaling (GO:0098916)","4/244",0.0655079882797476,0.247508210065086,0,0,2.72722222222222,7.43327103148675,"CHRM2;SDCBP;SST;MBP"
"protein localization to phagophore assembly site (GO:0034497)","1/11",0.0661403988818775,0.247508210065086,0,0,16.1512195121951,43.8663171455736,"WDR45B"
"protein polyglutamylation (GO:0018095)","1/11",0.0661403988818775,0.247508210065086,0,0,16.1512195121951,43.8663171455736,"TTLL4"
"regulation of amyloid precursor protein biosynthetic process (GO:0042984)","1/11",0.0661403988818775,0.247508210065086,0,0,16.1512195121951,43.8663171455736,"AGO2"
"negative regulation of lymphocyte migration (GO:2000402)","1/11",0.0661403988818775,0.247508210065086,0,0,16.1512195121951,43.8663171455736,"PADI2"
"chromatin-mediated maintenance of transcription (GO:0048096)","1/11",0.0661403988818775,0.247508210065086,0,0,16.1512195121951,43.8663171455736,"PADI2"
"regulation of mitochondrial fusion (GO:0010635)","1/11",0.0661403988818775,0.247508210065086,0,0,16.1512195121951,43.8663171455736,"TFRC"
"regulation of mRNA 3'-end processing (GO:0031440)","1/11",0.0661403988818775,0.247508210065086,0,0,16.1512195121951,43.8663171455736,"ZFP36L1"
"establishment of endothelial intestinal barrier (GO:0090557)","1/11",0.0661403988818775,0.247508210065086,0,0,16.1512195121951,43.8663171455736,"RAB1A"
"positive regulation of bone resorption (GO:0045780)","1/11",0.0661403988818775,0.247508210065086,0,0,16.1512195121951,43.8663171455736,"SPP1"
"positive regulation of DNA methylation-dependent heterochromatin assembly (GO:0090309)","1/11",0.0661403988818775,0.247508210065086,0,0,16.1512195121951,43.8663171455736,"SETDB1"
"Golgi inheritance (GO:0048313)","1/11",0.0661403988818775,0.247508210065086,0,0,16.1512195121951,43.8663171455736,"PLK3"
"positive regulation of interleukin-13 production (GO:0032736)","1/11",0.0661403988818775,0.247508210065086,0,0,16.1512195121951,43.8663171455736,"IL18"
"positive regulation of macrophage differentiation (GO:0045651)","1/11",0.0661403988818775,0.247508210065086,0,0,16.1512195121951,43.8663171455736,"ID2"
"positive regulation of posttranscriptional gene silencing (GO:0060148)","1/11",0.0661403988818775,0.247508210065086,0,0,16.1512195121951,43.8663171455736,"ZFP36"
"lipoprotein biosynthetic process (GO:0042158)","1/11",0.0661403988818775,0.247508210065086,0,0,16.1512195121951,43.8663171455736,"WDR45B"
"positive regulation of vacuole organization (GO:0044090)","1/11",0.0661403988818775,0.247508210065086,0,0,16.1512195121951,43.8663171455736,"ANXA2"
"interferon-gamma-mediated signaling pathway (GO:0060333)","2/68",0.0666600478367523,0.247508210065086,0,0,4.92051664182812,13.3254946266229,"HLA-DRB5;TRIM38"
"positive regulation of protein localization to nucleus (GO:1900182)","2/68",0.0666600478367523,0.247508210065086,0,0,4.92051664182812,13.3254946266229,"TFRC;PSEN1"
"cellular response to decreased oxygen levels (GO:0036294)","2/69",0.0683797107834188,0.247508210065086,0,0,4.84683141668706,13.0024934606894,"MDM2;ZFP36L1"
"negative regulation of nucleic acid-templated transcription (GO:1903507)","6/464",0.0690951436421183,0.247508210065086,0,0,2.15579897861002,5.76087872765388,"RBFOX2;ID2;PRDM5;SCMH1;MDM2;ENO1"
"establishment of protein localization to membrane (GO:0090150)","2/70",0.0701139818892927,0.247508210065086,0,0,4.77531340405015,12.6910307195123,"RABGEF1;SDCBP"
"sterol metabolic process (GO:0016125)","2/70",0.0701139818892927,0.247508210065086,0,0,4.77531340405015,12.6910307195123,"DHCR7;LIPA"
"nucleic acid metabolic process (GO:0090304)","2/71",0.0718626173568838,0.247508210065086,0,0,4.70586837728677,12.3905470842731,"HNRNPA3;RBFOX2"
"protein localization to synapse (GO:0035418)","1/12",0.0719335029363573,0.247508210065086,0,0,14.6821877309682,38.6437112821616,"PCLO"
"protein mono-ADP-ribosylation (GO:0140289)","1/12",0.0719335029363573,0.247508210065086,0,0,14.6821877309682,38.6437112821616,"PARP4"
"purine nucleoside monophosphate biosynthetic process (GO:0009127)","1/12",0.0719335029363573,0.247508210065086,0,0,14.6821877309682,38.6437112821616,"IMPDH2"
"regulation of astrocyte differentiation (GO:0048710)","1/12",0.0719335029363573,0.247508210065086,0,0,14.6821877309682,38.6437112821616,"ID2"
"regulation of cell communication by electrical coupling involved in cardiac conduction (GO:1901844)","1/12",0.0719335029363573,0.247508210065086,0,0,14.6821877309682,38.6437112821616,"CALM2"
"negative regulation of leukocyte chemotaxis (GO:0002689)","1/12",0.0719335029363573,0.247508210065086,0,0,14.6821877309682,38.6437112821616,"PADI2"
"carboxylic acid catabolic process (GO:0046395)","1/12",0.0719335029363573,0.247508210065086,0,0,14.6821877309682,38.6437112821616,"NPL"
"negative regulation of receptor internalization (GO:0002091)","1/12",0.0719335029363573,0.247508210065086,0,0,14.6821877309682,38.6437112821616,"SDCBP"
"negative regulation of release of sequestered calcium ion into cytosol (GO:0051280)","1/12",0.0719335029363573,0.247508210065086,0,0,14.6821877309682,38.6437112821616,"CALM2"
"negative regulation of ryanodine-sensitive calcium-release channel activity (GO:0060315)","1/12",0.0719335029363573,0.247508210065086,0,0,14.6821877309682,38.6437112821616,"CALM2"
"cellular response to thyroid hormone stimulus (GO:0097067)","1/12",0.0719335029363573,0.247508210065086,0,0,14.6821877309682,38.6437112821616,"CTSB"
"regulation of plasminogen activation (GO:0010755)","1/12",0.0719335029363573,0.247508210065086,0,0,14.6821877309682,38.6437112821616,"ENO1"
"glycine metabolic process (GO:0006544)","1/12",0.0719335029363573,0.247508210065086,0,0,14.6821877309682,38.6437112821616,"GLDC"
"positive regulation of neuroinflammatory response (GO:0150078)","1/12",0.0719335029363573,0.247508210065086,0,0,14.6821877309682,38.6437112821616,"IL18"
"positive regulation of ubiquitin protein ligase activity (GO:1904668)","1/12",0.0719335029363573,0.247508210065086,0,0,14.6821877309682,38.6437112821616,"RAB1A"
"mitotic G1/S transition checkpoint signaling (GO:0044819)","1/12",0.0719335029363573,0.247508210065086,0,0,14.6821877309682,38.6437112821616,"PLK3"
"positive regulation of NF-kappaB transcription factor activity (GO:0051092)","3/155",0.0719794284372954,0.247508210065086,0,0,3.21726837755546,8.46583930976173,"TFRC;IL18;TRIM38"
"regulation of cell differentiation (GO:0045595)","3/156",0.073072506780586,0.248464205511983,0,0,3.19607843137255,8.36190986694641,"ID2;FADS1;ZFP36L1"
"cellular response to starvation (GO:0009267)","3/158",0.0752809547274658,0.248464205511983,0,0,3.154518794988,8.1592515097361,"ATP6V0E1;WDR45B;FADS1"
"proteolysis involved in cellular protein catabolic process (GO:0051603)","2/74",0.0771923079690765,0.248464205511983,0,0,4.50910746812386,11.549877964793,"MDM2;CTSB"
"DNA damage response, signal transduction by p53 class mediator (GO:0030330)","2/74",0.0771923079690765,0.248464205511983,0,0,4.50910746812386,11.549877964793,"PLK3;MDM2"
"alpha-linolenic acid metabolic process (GO:0036109)","1/13",0.077690958567445,0.248464205511983,0,0,13.4579945799458,34.3853967516103,"FADS1"
"regulation of cell communication by electrical coupling (GO:0010649)","1/13",0.077690958567445,0.248464205511983,0,0,13.4579945799458,34.3853967516103,"CALM2"
"carboxylic acid biosynthetic process (GO:0046394)","1/13",0.077690958567445,0.248464205511983,0,0,13.4579945799458,34.3853967516103,"FADS1"
"regulation of chemokine (C-X-C motif) ligand 2 production (GO:2000341)","1/13",0.077690958567445,0.248464205511983,0,0,13.4579945799458,34.3853967516103,"MBP"
"chromatin organization involved in regulation of transcription (GO:0034401)","1/13",0.077690958567445,0.248464205511983,0,0,13.4579945799458,34.3853967516103,"PADI2"
"detection of calcium ion (GO:0005513)","1/13",0.077690958567445,0.248464205511983,0,0,13.4579945799458,34.3853967516103,"CALM2"
"positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002824)","1/13",0.077690958567445,0.248464205511983,0,0,13.4579945799458,34.3853967516103,"SLC11A1"
"Golgi ribbon formation (GO:0090161)","1/13",0.077690958567445,0.248464205511983,0,0,13.4579945799458,34.3853967516103,"STX6"
"positive regulation of heterochromatin assembly (GO:0031453)","1/13",0.077690958567445,0.248464205511983,0,0,13.4579945799458,34.3853967516103,"SETDB1"
"response to thyroid hormone (GO:0097066)","1/13",0.077690958567445,0.248464205511983,0,0,13.4579945799458,34.3853967516103,"CTSB"
"positive regulation of lipid transport (GO:0032370)","1/13",0.077690958567445,0.248464205511983,0,0,13.4579945799458,34.3853967516103,"SPP1"
"positive regulation of purine nucleotide biosynthetic process (GO:1900373)","1/13",0.077690958567445,0.248464205511983,0,0,13.4579945799458,34.3853967516103,"ENO1"
"positive regulation of lymphocyte proliferation (GO:0050671)","2/75",0.0789960108347075,0.248464205511983,0,0,4.44711430496295,11.2883678329498,"TFRC;IL18"
"protein transport (GO:0015031)","5/369",0.0798602551231357,0.248464205511983,0,0,2.25228552959645,5.69259983457369,"GGA2;RAB1A;ATP6V0E1;TFRC;STX6"
"regulation of cell division (GO:0051302)","2/76",0.0808128948678196,0.248464205511983,0,0,4.38679663269827,11.0355078012901,"PLK3;CALM2"
"cellular response to hormone stimulus (GO:0032870)","2/76",0.0808128948678196,0.248464205511983,0,0,4.38679663269827,11.0355078012901,"CTSB;ZFP36L1"
"RNA transport (GO:0050658)","2/76",0.0808128948678196,0.248464205511983,0,0,4.38679663269827,11.0355078012901,"ZFP36;ZFP36L1"
"negative regulation of bone mineralization (GO:0030502)","1/14",0.0834129832790227,0.248464205511983,0,0,12.422138836773,30.855987998407,"RFLNA"
"amyloid precursor protein catabolic process (GO:0042987)","1/14",0.0834129832790227,0.248464205511983,0,0,12.422138836773,30.855987998407,"PSEN1"
"negative regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043518)","1/14",0.0834129832790227,0.248464205511983,0,0,12.422138836773,30.855987998407,"MDM2"
"carbohydrate transport (GO:0008643)","1/14",0.0834129832790227,0.248464205511983,0,0,12.422138836773,30.855987998407,"SLC2A5"
"regulation of DNA methylation-dependent heterochromatin assembly (GO:0090308)","1/14",0.0834129832790227,0.248464205511983,0,0,12.422138836773,30.855987998407,"SETDB1"
"negative regulation of translational initiation (GO:0045947)","1/14",0.0834129832790227,0.248464205511983,0,0,12.422138836773,30.855987998407,"AGO2"
"negative regulation of viral transcription (GO:0032897)","1/14",0.0834129832790227,0.248464205511983,0,0,12.422138836773,30.855987998407,"ZFP36"
"neuron fate commitment (GO:0048663)","1/14",0.0834129832790227,0.248464205511983,0,0,12.422138836773,30.855987998407,"ID2"
"COPII-coated vesicle cargo loading (GO:0090110)","1/14",0.0834129832790227,0.248464205511983,0,0,12.422138836773,30.855987998407,"RAB1A"
"nucleoside phosphate biosynthetic process (GO:1901293)","1/14",0.0834129832790227,0.248464205511983,0,0,12.422138836773,30.855987998407,"ME1"
"defense response to protozoan (GO:0042832)","1/14",0.0834129832790227,0.248464205511983,0,0,12.422138836773,30.855987998407,"SLC11A1"
"regulation of trophoblast cell migration (GO:1901163)","1/14",0.0834129832790227,0.248464205511983,0,0,12.422138836773,30.855987998407,"AGO2"
"positive regulation of granulocyte macrophage colony-stimulating factor production (GO:0032725)","1/14",0.0834129832790227,0.248464205511983,0,0,12.422138836773,30.855987998407,"IL18"
"heterochromatin organization (GO:0070828)","1/14",0.0834129832790227,0.248464205511983,0,0,12.422138836773,30.855987998407,"SETDB1"
"positive regulation of insulin secretion involved in cellular response to glucose stimulus (GO:0035774)","1/14",0.0834129832790227,0.248464205511983,0,0,12.422138836773,30.855987998407,"C2CD2L"
"ribonucleoside monophosphate biosynthetic process (GO:0009156)","1/14",0.0834129832790227,0.248464205511983,0,0,12.422138836773,30.855987998407,"IMPDH2"
"intestinal absorption (GO:0050892)","1/14",0.0834129832790227,0.248464205511983,0,0,12.422138836773,30.855987998407,"SLC2A5"
"steroid catabolic process (GO:0006706)","1/14",0.0834129832790227,0.248464205511983,0,0,12.422138836773,30.855987998407,"SPP1"
"substrate-dependent cell migration (GO:0006929)","1/14",0.0834129832790227,0.248464205511983,0,0,12.422138836773,30.855987998407,"SDCBP"
"T cell differentiation in thymus (GO:0033077)","1/14",0.0834129832790227,0.248464205511983,0,0,12.422138836773,30.855987998407,"ZFP36L1"
"manganese ion transport (GO:0006828)","1/14",0.0834129832790227,0.248464205511983,0,0,12.422138836773,30.855987998407,"SLC11A1"
"positive regulation of T-helper cell differentiation (GO:0045624)","1/14",0.0834129832790227,0.248464205511983,0,0,12.422138836773,30.855987998407,"IL18"
"positive regulation of type 2 immune response (GO:0002830)","1/14",0.0834129832790227,0.248464205511983,0,0,12.422138836773,30.855987998407,"IL18"
"positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436)","2/79",0.0863403494718598,0.252363576460465,0,0,4.21524377262082,10.3250635976773,"PLK3;MDM2"
"regulation of transcription by RNA polymerase II (GO:0006357)","19/2206",0.0869634982033773,0.252363576460465,0,0,1.46358786770309,3.57447207171015,"PLK3;KDM5B;SLC11A1;ANXA4;PRDM5;IL18;ENO1;PSEN1;ETV5;GATAD2B;RELB;SDCBP;ZFP36;AGO4;CTDSP1;ID2;AGO2;MDM2;ZNF721"
"negative regulation of programmed cell death (GO:0043069)","5/381",0.0886301077093583,0.252363576460465,0,0,2.17906311460754,5.28048804619333,"PLK3;TFRC;ANXA4;CLEC5A;PSEN1"
"negative regulation of chondrocyte differentiation (GO:0032331)","1/15",0.0890997933217558,0.252363576460465,0,0,11.534262485482,27.8898266679061,"RFLNA"
"regulation of amyloid fibril formation (GO:1905906)","1/15",0.0890997933217558,0.252363576460465,0,0,11.534262485482,27.8898266679061,"PSEN1"
"negative regulation of single stranded viral RNA replication via double stranded DNA intermediate (GO:0045869)","1/15",0.0890997933217558,0.252363576460465,0,0,11.534262485482,27.8898266679061,"SETDB1"
"contractile actin filament bundle assembly (GO:0030038)","1/15",0.0890997933217558,0.252363576460465,0,0,11.534262485482,27.8898266679061,"PHACTR1"
"regulation of macrophage differentiation (GO:0045649)","1/15",0.0890997933217558,0.252363576460465,0,0,11.534262485482,27.8898266679061,"ID2"
"peptidyl-arginine modification (GO:0018195)","1/15",0.0890997933217558,0.252363576460465,0,0,11.534262485482,27.8898266679061,"PADI2"
"positive regulation of exosomal secretion (GO:1903543)","1/15",0.0890997933217558,0.252363576460465,0,0,11.534262485482,27.8898266679061,"SDCBP"
"GTP metabolic process (GO:0046039)","1/15",0.0890997933217558,0.252363576460465,0,0,11.534262485482,27.8898266679061,"IMPDH2"
"icosanoid biosynthetic process (GO:0046456)","1/15",0.0890997933217558,0.252363576460465,0,0,11.534262485482,27.8898266679061,"FADS1"
"positive regulation of natural killer cell activation (GO:0032816)","1/15",0.0890997933217558,0.252363576460465,0,0,11.534262485482,27.8898266679061,"IL18"
"stress fiber assembly (GO:0043149)","1/15",0.0890997933217558,0.252363576460465,0,0,11.534262485482,27.8898266679061,"PHACTR1"
"mammary gland epithelium development (GO:0061180)","1/15",0.0890997933217558,0.252363576460465,0,0,11.534262485482,27.8898266679061,"ID2"
"T cell proliferation (GO:0042098)","1/15",0.0890997933217558,0.252363576460465,0,0,11.534262485482,27.8898266679061,"SLC11A1"
"membrane raft organization (GO:0031579)","1/15",0.0890997933217558,0.252363576460465,0,0,11.534262485482,27.8898266679061,"ANXA2"
"regulation of interleukin-8 production (GO:0032677)","2/81",0.0900870766139219,0.253693491613918,0,0,4.1081137165387,9.88814163143724,"RAB1A;ANXA4"
"phospholipase C-activating G protein-coupled receptor signaling pathway (GO:0007200)","2/81",0.0900870766139219,0.253693491613918,0,0,4.1081137165387,9.88814163143724,"CHRM2;P2RY6"
"ephrin receptor signaling pathway (GO:0048013)","2/82",0.0919783058116454,0.254401565780173,0,0,4.05655737704918,9.67976750109171,"SDCBP;PSEN1"
"purine ribonucleoside monophosphate biosynthetic process (GO:0009168)","1/16",0.0947516035813911,0.254401565780173,0,0,10.7647696476965,25.3671421145881,"IMPDH2"
"regulation of ATP biosynthetic process (GO:2001169)","1/16",0.0947516035813911,0.254401565780173,0,0,10.7647696476965,25.3671421145881,"ENO1"
"autophagy of nucleus (GO:0044804)","1/16",0.0947516035813911,0.254401565780173,0,0,10.7647696476965,25.3671421145881,"WDR45B"
"regulation of granulocyte macrophage colony-stimulating factor production (GO:0032645)","1/16",0.0947516035813911,0.254401565780173,0,0,10.7647696476965,25.3671421145881,"IL18"
"negative regulation of transcription regulatory region DNA binding (GO:2000678)","1/16",0.0947516035813911,0.254401565780173,0,0,10.7647696476965,25.3671421145881,"PSEN1"
"regulation of interleukin-13 production (GO:0032656)","1/16",0.0947516035813911,0.254401565780173,0,0,10.7647696476965,25.3671421145881,"IL18"
"neuron projection organization (GO:0106027)","1/16",0.0947516035813911,0.254401565780173,0,0,10.7647696476965,25.3671421145881,"PSEN1"
"regulation of isotype switching (GO:0045191)","1/16",0.0947516035813911,0.254401565780173,0,0,10.7647696476965,25.3671421145881,"TFRC"
"regulation of monocyte differentiation (GO:0045655)","1/16",0.0947516035813911,0.254401565780173,0,0,10.7647696476965,25.3671421145881,"ZFP36L1"
"digestive tract morphogenesis (GO:0048546)","1/16",0.0947516035813911,0.254401565780173,0,0,10.7647696476965,25.3671421145881,"ID2"
"regulation of phosphate metabolic process (GO:0019220)","1/16",0.0947516035813911,0.254401565780173,0,0,10.7647696476965,25.3671421145881,"PSEN1"
